Register Name,Register Address,Register Width,Register Access,Register Reset Value,Register Constraints,Register Custom Type,Field Name,Field Offset,Field Width,Field Access,Field Reset Value,Field is Covered,Field is Reserved,Field is Volatile,Field Constraints,Register Description,Field Description
RO_CHAL_xx_ALL_w30,,8,RO,,,,orbsyn_fc_err_cnt,0,8,,0x0,TRUE,FALSE,TRUE,,,Error counter for missing BCR fast command. Reset by err_clr (RW_MISC_ALL.misc_rw_0[0]). Saturates to 255
RO_CHAL_xx_ALL_w31,,8,RO,,,,prbs_chk_err_cnt,0,8,,0x0,TRUE,FALSE,TRUE,,,Error counter for internal PRBS check. Reset by err_clr (RW_MISC_ALL.misc_rw_0[0]). Saturates to 255
RO_CHAL_xx_ALL_w32,,8,RO,,,,tmr_err_cnt_chan_aligner,0,8,,0x0,TRUE,FALSE,TRUE,,,wrap-around SEU error counter. Reset by err_clr (RW_MISC_ALL.misc_rw_0[0]) or hard reset
RO_CHAL_xx_ALL_w33,,8,RO,,,,tmr_err_cnt_chan_err,0,8,,0x0,TRUE,FALSE,TRUE,,,wrap-around SEU error counter. Reset by err_clr (RW_MISC_ALL.misc_rw_0[0]) or hard reset
RO_CHAL_xx_ALL_w34,,8,RO,,,,tmr_err_cnt_chan_eprxgrp,0,8,,0x0,TRUE,FALSE,TRUE,,,wrap-around SEU error counter. Reset by err_clr (RW_MISC_ALL.misc_rw_0[0]) or hard reset
WO_CHERR_xx_ALL_w0,,8,WO,,,,clr_on_read,0,1,,0x0,TRUE,FALSE,FALSE,,,Clear signal for errors on this individual channel (active high; self resetting)
WO_CHERR_xx_ALL_w0,,8,WO,,,,wren_err,1,1,,0x0,TRUE,FALSE,FALSE,,,Enables writing into err_dat register for this individual channel (data taken from value in ERRTOP.err_wr_data) [1: enabled; 0: disabled]
WO_CHERR_xx_ALL_w0,,8,WO,,,,wren_msk,2,1,,0x0,TRUE,FALSE,FALSE,,,Enables setting the mask for this individual channel (mask value taken from ERRTOP.err_wr_data) [1: enabled; 0: disabled]
WO_CHERR_xx_ALL_w0,,8,WO,,,,RSVD0,3,5,,0x0,FALSE,TRUE,FALSE,,,
RO_CHERR_xx_ALL_w0,,8,RO,,,,err_raw_dat,0,6,,0x0,TRUE,FALSE,TRUE,,,
RO_CHERR_xx_ALL_w0,,8,RO,,,,RSVD0,6,2,,0x0,FALSE,TRUE,TRUE,,,
RO_CHERR_xx_ALL_w1,,8,RO,,,,msk_dat,0,6,,0x0,TRUE,FALSE,TRUE,,,
RO_CHERR_xx_ALL_w1,,8,RO,,,,RSVD1,6,2,,0x0,FALSE,TRUE,TRUE,,,
RO_CHERR_xx_ALL_w2,,8,RO,,,,err_dat,0,6,,0x0,TRUE,FALSE,TRUE,,,
RO_CHERR_xx_ALL_w2,,8,RO,,,,err_out,6,1,,0x0,TRUE,FALSE,TRUE,,,
RO_CHERR_xx_ALL_w2,,8,RO,,,,RSVD2,7,1,,0x0,FALSE,TRUE,TRUE,,,
RW_CHEPRXGRP_xx_ALL_w0,,8,RW,,,,dllResetReq,0,1,,0x0,TRUE,FALSE,FALSE,,,Reset the master DLL in ePortRxGroup (used only for debugging). Default value: 0
RW_CHEPRXGRP_xx_ALL_w0,,8,RW,,,,resetChannels,1,1,,0x0,TRUE,FALSE,FALSE,,,Request phase training for a given channel. The user has to generate a positive pulse on this bit (set to 1 and then set to 0)
RW_CHEPRXGRP_xx_ALL_w0,,8,RW,,,,trainChannel,2,1,,0x0,TRUE,FALSE,FALSE,,,Request phase training for a given channel. The user has to generate a positive pulse on this bit (set to 1 and then set to 0)
RW_CHEPRXGRP_xx_ALL_w0,,8,RW,,,,phaseSelectChannel0input,3,4,,0x0,TRUE,FALSE,FALSE,,,Selects the phase for the selected channel (0-14). Only used if RW_EPRXGRP_TOP_ALL.trackMode is in fixed_phase or continuous_tracking_with_initial_phase modes
RW_CHEPRXGRP_xx_ALL_w0,,8,RW,,,,RSVD0,7,1,,0x0,FALSE,TRUE,FALSE,,,
RO_CHEPRXGRP_xx_ALL_w0,,8,RO,,,,dllState,0,2,,0x0,TRUE,FALSE,TRUE,,,State of initialization state machine (0: Reset; 1: Force down; 2: Confirm early state; 3:Free running state)
RO_CHEPRXGRP_xx_ALL_w0,,8,RO,,,,phaseSelectChannel0output,2,4,,0x0,TRUE,FALSE,TRUE,,,Currently selected phases for the channel
RO_CHEPRXGRP_xx_ALL_w0,,8,RO,,,,dllInstantLock,6,1,,0x0,TRUE,FALSE,TRUE,,,Instant lock signal from the DLL (not useful)
RO_CHEPRXGRP_xx_ALL_w0,,8,RO,,,,channelLocked,7,1,,0x0,TRUE,FALSE,TRUE,,,Status of phase selection logic for channels. Logic value of 1 means that the channel is locked. This bit is always high if the static mode selection is used
RO_CHEPRXGRP_xx_ALL_w1,,8,RO,,,,dllLocked,0,1,,0x0,TRUE,FALSE,TRUE,,,Status of the DLL (0:unlocked; 1:locked)
RO_CHEPRXGRP_xx_ALL_w1,,8,RO,,,,dllLockFilterState,1,2,,0x0,TRUE,FALSE,TRUE,,,State of lock filter state machine(0:Unlocked State; 1:Confirm Lock State; 2:Locked State; 3:Confirm Unlock State)
RO_CHEPRXGRP_xx_ALL_w1,,8,RO,,,,dllLossOfLockCount,3,5,,0x0,TRUE,FALSE,TRUE,,,Loss of Lock counter value for the DLL Lock Filter State machine. The counter rolls over. The counter is reset only by hardreset
RW_ALIGNER_ALL_w0,,8,RW,,,,snapshot_arm,0,1,,0x0,TRUE,FALSE,FALSE,,,Arms snapshot with a 0->1 transition for this bit in i2c trigger alignment mode. For this alignment mode also set per_ch_align_en=0; set snapshot_en=1 and i2c_snapshot_en=1. The snapshot will be taken on the next BC counter == ORBSYN_CNT_SNAPSHOT
RW_ALIGNER_ALL_w0,,8,RW,,,,snapshot_en,1,1,,0x1,TRUE,FALSE,FALSE,,,Enables snapshot operation [1: enabled; 0: disabled] (for Manual alignment mode also set per_ch_align_en=0; snapshot_arm=0; i2c_snapshot_en=0 - for Automatic alignment mode also set per_ch_align_en=1; snapshot_arm=0; i2c_snapshot_en=0 - for i2c trigger mode also set per_ch_align_en=0; a 0->1 transition to snapshot_arm; i2c_snapshot_en=1;)
RW_ALIGNER_ALL_w0,,8,RW,,,,i2c_snapshot_en,2,1,,0x0,TRUE,FALSE,FALSE,,,Enables manual triggering on 192-bit i2c snapshot [0: disabled; 1: enabled] (for i2c trigger alignment mode also set per_ch_align_en=0 and set snapshot_en=1). The snapshot is armed by a 0->1 transition on the snapshot_arm bit
RW_ALIGNER_ALL_w0,,8,RW,,,,dbg_fc_cnt_clr,3,1,,0x0,TRUE,FALSE,FALSE,,,Clears FC debug counters (dbg_*) (0: do not clear; 1: active reset). Need to write to 1 and 0 afterwards
RW_ALIGNER_ALL_w0,,8,RW,,,,freeze_aligner_output_enable,4,1,,0x1,TRUE,FALSE,FALSE,,,Enables the freezing of channel aligners outputs if the PLL is not locked or any of the active channels (eRX) is not locked. [0: disabled - channel aligners outputs propagate to the core logic; 1: enabled - channel aligner outputs gated to '0']
RW_ALIGNER_ALL_w0,,8,RW,,,,freeze_aligner_output_enable_all_channels_locked,5,1,,0x1,TRUE,FALSE,FALSE,,,Enables the freezing of channel aligners outputs if any of the active channels (eRX) is not locked. [0: disabled - channel aligners outputs propagate to the core logic; 1: enabled - channel aligner outputs gated to '0']
RW_ALIGNER_ALL_w0,,8,RW,,,,RSVD0,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ALIGNER_ALL_w1,,8,RW,,,,match_pattern_val,0,8,,0xaa,TRUE,FALSE,FALSE,,,Training pattern that should match what is sent by HGCROC when issuing a link_reset_ROC fast command. It should be used as {header[3:0]; body[27:0]; special_header[3:0]; body[27:0]}
RW_ALIGNER_ALL_w2,,8,RW,,,,match_pattern_val,0,8,,0xaa,TRUE,FALSE,FALSE,,,Training pattern that should match what is sent by HGCROC when issuing a link_reset_ROC fast command. It should be used as {header[3:0]; body[27:0]; special_header[3:0]; body[27:0]}
RW_ALIGNER_ALL_w3,,8,RW,,,,match_pattern_val,0,8,,0xaa,TRUE,FALSE,FALSE,,,Training pattern that should match what is sent by HGCROC when issuing a link_reset_ROC fast command. It should be used as {header[3:0]; body[27:0]; special_header[3:0]; body[27:0]}
RW_ALIGNER_ALL_w4,,8,RW,,,,match_pattern_val,0,8,,0x9a,TRUE,FALSE,FALSE,,,Training pattern that should match what is sent by HGCROC when issuing a link_reset_ROC fast command. It should be used as {header[3:0]; body[27:0]; special_header[3:0]; body[27:0]}
RW_ALIGNER_ALL_w5,,8,RW,,,,match_pattern_val,0,8,,0x0,TRUE,FALSE,FALSE,,,Training pattern that should match what is sent by HGCROC when issuing a link_reset_ROC fast command. It should be used as {header[3:0]; body[27:0]; special_header[3:0]; body[27:0]}
RW_ALIGNER_ALL_w6,,8,RW,,,,match_pattern_val,0,8,,0x0,TRUE,FALSE,FALSE,,,Training pattern that should match what is sent by HGCROC when issuing a link_reset_ROC fast command. It should be used as {header[3:0]; body[27:0]; special_header[3:0]; body[27:0]}
RW_ALIGNER_ALL_w7,,8,RW,,,,match_pattern_val,0,8,,0x0,TRUE,FALSE,FALSE,,,Training pattern that should match what is sent by HGCROC when issuing a link_reset_ROC fast command. It should be used as {header[3:0]; body[27:0]; special_header[3:0]; body[27:0]}
RW_ALIGNER_ALL_w8,,8,RW,,,,match_pattern_val,0,8,,0x0,TRUE,FALSE,FALSE,,,Training pattern that should match what is sent by HGCROC when issuing a link_reset_ROC fast command. It should be used as {header[3:0]; body[27:0]; special_header[3:0]; body[27:0]}
RW_ALIGNER_ALL_w9,,8,RW,,,,match_mask_val,0,8,,0x0,TRUE,FALSE,FALSE,,,Used only in Auto Alignment mode. 64-bit mask that is used to indicate which bits of the match_pattern_val should be compared to the 64 select pattern inside the 192-bit snapshot (0: compare enabled; 1: compare disabled)
RW_ALIGNER_ALL_w10,,8,RW,,,,match_mask_val,0,8,,0x0,TRUE,FALSE,FALSE,,,Used only in Auto Alignment mode. 64-bit mask that is used to indicate which bits of the match_pattern_val should be compared to the 64 select pattern inside the 192-bit snapshot (0: compare enabled; 1: compare disabled)
RW_ALIGNER_ALL_w11,,8,RW,,,,match_mask_val,0,8,,0x0,TRUE,FALSE,FALSE,,,Used only in Auto Alignment mode. 64-bit mask that is used to indicate which bits of the match_pattern_val should be compared to the 64 select pattern inside the 192-bit snapshot (0: compare enabled; 1: compare disabled)
RW_ALIGNER_ALL_w12,,8,RW,,,,match_mask_val,0,8,,0x0,TRUE,FALSE,FALSE,,,Used only in Auto Alignment mode. 64-bit mask that is used to indicate which bits of the match_pattern_val should be compared to the 64 select pattern inside the 192-bit snapshot (0: compare enabled; 1: compare disabled)
